review_id,location,rating,review_date,review_text
1762,Japan,4.0,2016-07-31,Was great experience but without express pass you might have to wait for over 1 hour for some attractions.
1763,Japan,4.0,2016-07-31,"We really enjoyed our visit to USJ! We all had fun. It's just really hot due to summer time. Would like to come back someday when it's spring, autumn and winter 😄😄😄"
1764,Japan,4.0,2016-08-04,"The park is in the city of Osaka, the roughly 500km from the center of Tokyo. If you are Shinkansen, Japan has the bullet, will spend an average of 3hs, making it impossible to make a hit and back, but being hosted in the city is very easy to get there. Then I'll tell you more about Osaka, but I say VERY worth the visit, just loved the city."
1765,Japan,5.0,2016-08-05,"A great attractions. Easy to reach by public transporation. Attractions for all ages, however, you need to plan it carefully so that you get the most of your day. Reasonably priced and you have enough to keep you and your family excited for the day, if not 2 days actually. A lot of hotels adjacent to the park and plenty of restaurants in the park and right outside as well"
1766,Japan,4.0,2016-08-06,"My experience at USJ was SO MUCH FUN!!!  Just a reminder though, I recommend buying tickets (specifically ones with an express pass!) online instead of at the door as it saves a lot of time and prevents express passes to get sold out at the door.  If anyone enjoys thrill, I recommend these rides: The Amazing Adventures of Spiderman 4k3d, Flying Dinosaurs, and Jaws. I went to spiderman as my first express pass ride (around a 15-20 min wait with the pass) with NO expectations but I was truly shocked with how amazing it was. It was REALISTIC and I felt that I was literally on an adventure with spiderman. My second ride was Flying Dinosaurs and it was a 3 HOUR WAIT. Sadly, it wasn't part of my express pass and it was SUPER hot (be careful of summer weather everyone!!) but was it worth it? HECK YA IT WAS. I was impressed and shocked with how thrilling a ride could be!! Jaws was my second to last ride here but I had to include it as my captain? tourguide? was an impressive actor. His acting made us excited, scared, and breathe a sigh of relief after the ride was over. As my time here was great, I wish I understood Japanese as most rides were in the original language and I couldn't understand most jokes they were talking about but this place deserves praise!! I hope to come again to USJ in the future!! C:"
1767,Japan,5.0,2016-08-06,"I like themed parks, so really enjoyed here. Smaller than Orlando, Florida, but still worth it. I went in a holiday in October, and it was very amusing! Some people dressed in costumes, and zombies at night. There were really long lines (Harry Potter = +3 hours), so I skipped a lot of attractions, still it was a nice day.  This was my first horror night in a theme park, and I enjoyed a lot! The zombies wandering around at night, the attenction to details, it is really worth it!  I took 1hour30mins to Back to the Future ride and got a pleasent surprise! They change half the show to suit the Halloween! I wonder if others attractions would have these changes too, but could not check it out.  Next time, I'll try to go in a normal week day!  Tip:: Buy tickets before!  Bring an blouse that you can leave in a table to save your place. (I mean it! It was really hard to get a table to lunch! And everyone leaves something to ""mark"" the table... I had only my bag and did not want to leave it alone in a table, even though some people do it).  There's a lawson at the entrance of the park. But: At morning, it is crownded, have a very very long line. At night, there's almost nothing good left in the shelves..."
1768,Japan,3.0,2016-08-07,"We arrived at the area around 9am. Thanks to Tripadvisor, the hint of buying USJ tickets in Lawson (there is a big one just after exiting the train area) saved us from falling in line for the entrance. There are a lot of people since its summer and despite the super hot day.  We went straight to the Harry Potter area and you have to get a timed ticket (included in tue fare) to enter the place, its on the left side of the Jaws shark. The Harry Potter ride ate up 3 hours of our time and our patience was really tested.  After that we were hungry and thirsty and decided to go out. Once you are out of USJ you cant go back even if you request for a stamp in your wrist."
1769,Japan,5.0,2016-08-10,Universal Studios is a fantastic amusement park. The wizarding world of Harry Potter alone is worth visiting with fascinating shopping and wonderful food. The rides are spectacular and the recreation of a New York street in the 1950's was just magical.
1770,Japan,5.0,2016-08-10,"As you'd expect, the park is fantastic. Having been at normal times, Halloween and Christmas, I can say it is entertaining regardless of when you go. Avoid public holidays- it is absolutely crammed. However, it's still fun if you're clever about queuing. Queues can get seriously long- especially for the Harry Potter rides. About four hours! They are enormous fun, but the only time I've decided I have enough energy to go on them is by getting a fast pass. They're expensive, but really worth it in my eyes. The Jurassic park rides are my favourites- especially the newest one. If you don't want to shell out for a fast pass (understandable), my advice would be get there early. The queues are still long, but at least you'll have time to queue for everything when you get in. Get to the free fast pass machines asap- particularly for Harry Potter world. Mind you, we've turned up at midday and still done pretty well. We almost never miss out on a ride.  If you are larger than the average Japanese person, check that you'll fit on the ride. They pretty much all have a test seat. The staff are really sweet- they will warn you that the seats are small, and offer to test you. Don't take offence- they are trying to save you from waiting for hours only to not fit and come away. The seats are almost all discreet, too, so don't feel embarrassed. I decided to just flat out ask on most of them, it saves time.  I 100% recommend going, it's excellent fun."
1771,Japan,5.0,2016-08-12,"Universal Studios Japan is amazing.One of the more adult theme park. must see ..... We tried Harry Potter, Spiderman ride, patience is needed for the super long queue in Harry Potter"
1772,Japan,5.0,2016-08-14,"It was simply sees! Lots and LOTS of people. The lines are out of this world, the VIP pass is worth it, really. Went there just because of Hogwarts and I wasn't disappointed"
1773,Japan,5.0,2016-08-15,"One of the best place I have visited in Japan. Surely, you have to enjoy all of the rides in US, Osaka, Japan."
1774,Japan,1.0,2016-08-15,"It's hot, it's crowded, and you queue for hours…. You even queue to purchase water…. Save your sanity and money and stay away."
1775,Japan,4.0,2016-08-15,Harry Potter attraction is a highlight. Otherwise superb just like any other Universal Studios. Easy to access with great parade show late in the afternoon.
1776,Japan,5.0,2016-08-16,"Actually I just visited here for the WWOHP. The ticket was way expensive because August is peak season. We also bought the express pass, which you absolutely have to buy because the amount of people visiting is astounding. You have to wait in line for about 2 to 3 hours for the famous rides. My only problem here is that the shows are all in Japanese but given that maybe 90% of their visitors are locals, it's understandable.  If you have money and want to visit WWOHP, I would just recommend you go to US where it would be more enjoyable since you can understand what the heck is going in during the rides and shows. But since, for us Japan is easier to visit, we just went here. Despite the difference in language, I can say that I really enjoyed USJ!"
1777,Japan,4.0,2016-08-18,"It is big enough and entertaining enough to spend your full day there! Well everything inside was a bit pricey and especially the food wasn't very good for the price you have to pay so you might want to bring your own food but other than that, great! Especially Harry Potter section!"
1778,Japan,5.0,2016-08-20,Place is great with the new added attraction Harry Potter. Place was too crowded went there during Sakura season. I suggest book on line and get express ticket.
1779,Japan,5.0,2016-08-20,"Place that you can't miss if you are Harry Potter fans, like me! Purchase your ticket in advance or you will have to queue for 30 minutes to buy your ticket there. Suggest to purchase Express Pass if you have extra budget to spare so you could save hell lots of time to queue for rides. We ran to Harry Potter world first thing once we entered the park. It was so AMAZING! Had a very satisfying Butter Beer and lunch in Three Broomsticks. Not to forget they have Minions too in USJ! Well spent day!"
1780,Japan,4.0,2016-08-21,We went there it was raining I hope they have something for rainig season. And the line is too long and staffs are bit slow bit good manner. It is fun I hope it was not raining and some of their staff a bit good. But it is good place to visit I liked it
1781,Japan,4.0,2016-08-22,"We visited last June 2016. It was a Friday but to our surprise, the place was packed, mostly local tourists. If you are a Harry Potter fan, go straight to the castle since the queue for the ride is really, really, really long. If you won't ride, you can head straight to the souvenir shop. (But you won't be able to see the inside of the castle. As for us, we queued to see the inside of the castle, but we did not took the ride hehe.) If you are a Harry Potter fan, you won't regret it. The set is really amazing.  Just be prepared for the crowd. Long queues and all. I feel like its always packed all year round. (Except maybe for the winter)  Souvenirs are really expensive."
1782,Japan,4.0,2016-08-25,Great place to become a kid again. But the lines are a test of anyone's waiting skill thingie. If you have a serious injury or disability they will treat you with open arms. You will receive a special card that allows you not to line up. But you will still have to wait the required time like everyone else but you can sit down elsewhere or walk round and see the scenery.
1783,Japan,4.0,2016-08-26,"For what it's worth, I only managed to catch Backdraft the performance. The queues & waiting time were too long for the rest. The Harry Potter enclosure was well presented with a well researched layout. Be there early & get an express ticket for your favorite rides, together with a corresponding time. It was Easter time & Snoopy was decked out in festive best - I bought a replica from the huge souvenir store. Hard Rock Cafe onsite was great too!"
1784,Japan,4.0,2016-08-26,"To be honest, it was quite a hassle to get to USJ - given that we had to transfer trains a few times and upon reaching there the weather just wasn't helping. We arrived there at around 1 PM on a Wednesday afternoon, bought the normal 1D passport and immediately went to get the Harry Potter timed entry tickets near the JAWS attraction area. We only managed to get the time slots for after 5 PM entry... Since we did not intend to go to other attractions, we stopped by the Pizza shop just next to Harry Potter's attraction.  If you are there, you should definitely try the truffle oil and seafood pizza !!! It costs about 2,800 yen + taxes for a huge pizza (6-8 slices). The taste was so unique that I still can't forget it now...By the time we got ourselves inside Potter's world, it was already evening time so it became much cooling!!  It was in fact, our second time there but the shops as usual were so crowded. They do sell a lot of the souvenirs on the pushcart shops outside the castle and within the castle shop after you have exited from the ride. There are actually two different queues at the castle - one for the ride, another for the castle walk. The two queues would intersect at the lockers area within the compound itself so that's where the things get messy. They could do with better crowd control in the future though."
1785,Japan,4.0,2016-09-03,"I've only been at Universal Studios Singapore, but my friend who was a traveler and have been to other Universal Studios taught that this probably is the biggest Universal Studio theme park she had seen. Harry Potter was indeed a place/kingdom of it's own. Sad though because when we were there, it was raining the whole day (typhoon I think) but rain or shine, this trip is a go!"
1786,Japan,3.0,2016-09-03,"It's extremely popular so be prepared to wait in line. USJ is celebrating their 15th anniversary so there are a lot of people but they also added some shows.  A good way to avoid the line is to buy the Express pass. Buy ahead of time as they only sell a limited quantity per type for each day. Price of express pass also varies depending on the date of visit. Sometimes it can be really expensive. If you get the pass with the Harry Potter and Wizarding World rides you can choose the time for your entrance to the Wizarding World of Harry Potter.  Avoid weekends and holidays. Try to open the park to avoid the crowds.  They limit the number of people in the Wizarding World of Harry Potter so if it's a priority make sure to head there first, they usually require timed entrance tickets when they reach the crowd limit inside. Even the stores inside can get packed. Enjoy the frozen butter beer if it's available (Spring and Summer only). When you send a postcard from the Owler, there will be a commemorative Harry Potter stamped before it's sent to the post office.  Narrations inside the park will be in Japanese.  small kiosks close earlier than the park but those near the main entrance are open until closing. You can get Tax-free redemption for souvenirs you purchased near the main entrance."
1787,Japan,5.0,2016-09-04,Advise pre-booking fast passes for many of the rides. Wonderful day out and we got to ride all the rides we wanted. Just a great experience that was well worth the cost. Excellent rail access too!
1788,Japan,4.0,2016-09-05,"The place was awesome. We went there during August, so it is hot since it is Summer in Japan. Tickets were bought from a travel agency, we bought the 1-day pass.  The first ride we went for was the Harry Potter: Forbidden Journey and then after that we went to tour the whole USJ and rode the attractions. It is just sad that we didn't get a chance to ride the Hollywood Dream and The Flying Dinosaur because when we decided to queue, the ride is already closed and they are just finishing the queue inside and letting those with the express pass to ride.  We went there during Summer and their 15th year anniversary is on-going, so there has been a lot of plays going on. AKB48 was there, the minions have a show, One Piece also has a show, there are rides and attractions opened just for the anniversary, and there are water guns everywhere (prepare to get wet).  Our day at the park was awesome and fun, the only thing we regret is not riding the extreme roller coasters. Tip is, if you have a one day only ticket to the park, get the map and assess how you'll ride each one. Make a pattern and take note of the waiting time. Rides like the Harry Potter: The Forbidden Journey, Spiderman, The Flying Dinosaur usually takes the longest queue. Have fun!"
1789,Japan,2.0,2016-09-05,"Really don't waste your time in Japan in this park. I'm a fan of Universal / Disney parks but this one really is not worth it. First of all is suuuuuuper small, only have like 2 decent rides and because of that the waiting time is awful. The ""Express Ticket"" is nothing friendly and super expensive. And EVERYTHING is in Japanese, and by that I mean every attraction, HARRY POTTER speaks Japanese, and obviously you don't understand anything if you don`t speak Japanese."
1790,Japan,5.0,2016-09-08,"Japanese always have a different view compared to the rest of us  This Universal Studios is no different. While the outlook maybe the same, this theme park seems to vibe differently"
1791,Japan,4.0,2016-09-16,"A visit to this attraction was the main reason for my family's visit to Osaka, Japan. We prepared in advance by booking our tickets online and we were able to get the Universal Cool fast pass which allowed us entry to certain attractions without having to queue.  The whole place was beautiful and memorable. My only regret is that there were no English versions to the different attractions. They were all in Japanese and we would have enjoyed more if we knew what they were talking about."
1792,Japan,1.0,2016-09-16,"Extremely crowded and too commercial. The attraction were few compared to the people in attendance. If you don't buy the express ticket you will spend hours waiting for attractions that last 4-5 minutes (when you are lucky). Thousands of shops of Universal merchandise, 10 attractions. Very kind people all over, no issues, but really it is just a big shopping mall. Not comparable to US Universal's. Harry Potter is magic and I loved it totally. Hogwarts and Hogsmeade are perfect."
1793,Japan,5.0,2016-09-21,My family and i went to universal studios osaka and had such a great fun time!! my kids just loved all the rides and cannot wait to go back next year! love it xx
1794,Japan,5.0,2016-09-30,"This place is cool. It has all the attractions you would expect. Jurassic park, Jaws, San fran. My favourite was the Harry Potter area. Which is identical buildings and hogwarts castle to the movie. One thing is to definitely get the express pass. The lines here are a but crazy even on slow days."
1795,Japan,5.0,2016-09-30,"We have just arrived back to our hotel after the day at Universal. Was excellent fun! I recommend paying the extra and getting the express pass. We got the standard 4 and found it perfect for the rides we wanted to do (harry potter, jaws, jurassic park, spiderman). We are pretty tame and weren't interested in the big roller coasters so those rides suited us . All the speaking is in Japanese and a lot of the rides have stories that go with it which you can't understand if you don't speak English but this didn't detract much. We went on a Friday and it was pretty busy but if you don't like busy and crowds, why go to a theme park? Also take snacks, food is very expensive there!"
1796,Japan,4.0,2016-10-01,"dining there is definirely recommended and the restaurants there serving us is just wonderful, the friendly staff are just really really nice and im out of words to describe them. However the crowd was just too long and we had to queue a few hours just to get seats in each ride and upon looking at the other attraction's queues we just gave them a miss as the queue was just overwhelming. I highly recommend this place to you if you can survive the long queues, some are definitely worth the wait."
1797,Japan,4.0,2016-10-01,"My daughter and myself spent two days here, my daughter loved the place so much she didn't want to leave. Even after 15 years the place is well maintained. Make sure to buy express tickets while you visit here or the waiting time for major rides is more than two hours on the weekends."
1798,Japan,5.0,2016-10-02,"I went to Universal Studio Japan (USJ) with my husband and two kids (10 and 8 yo). We were going on 3rd week of September 2016, on a weekday, but just happened that a Typhoon pass by USJ on that particular day! Luckily we read the weather forecast a day before (make sure you always check the weather forecast before going) so we somewhat prepared both physically and mentally for the heavy rain and strong wind. The strong wind makes umbrella did not really work, so if you happen to have a typhoon on the day you go to USJ, make sure you also bring a long rain coat. Of course you can buy it inside USJ, but the price is not cheap, mind you! Probably it also help if you have plastic/rubber boots to wear on rainy day, because our shoes (and feet) were soaking wet. The good thing about heavy rain and typhoon is that I think we can consider USJ is not too crowded that day. Why do I know that? Because no timed entry tickets to go to Harry Potter wizarding world the whole day!!  Because of the heavy rain, we can not move fast, and the express pass came to the rescue!! It surely was very useful in saving times. So if you have extra budget and you are planning to ride the ""best attractions"", then I suggest you to buy express pass. Do not waste your time to but it on the day, try to buy it beforehand like we did. We need to let you know, though, that it was not easy to buy the express pass online, because the web is in Japanese. We got it with the help of our relative who can read Japanese and she sit beside us through the whole process of ordering.  We came in quite early, around the time the park is open. The theme of the park is already for Halloween, so it is ""different"". Some of the attractions also special only for Halloween period, but we skip those and only see the ""normal"" attractions. We can see many local visitors wearing Halloween costumes and scary make up despite the weather.... it is quite entertaining.  On that day we were able to go to Wizarding World of Harry Potter thrice; in the morning, in the afternoon and at night. We LOVE it there!! We had lunch on Three Broomsticks, try the Butterbeer there (it is a must!!!), my kids tried to use the wand (your own) to light up fire, we see owls that were used to send mails and packages, take photos infront of the Hogwart express, and many more! We only took The Harry Potter and The Forbidden Journey ride there, using our express pass, so it takes only around 5 minutes of waiting. Without express pass, the waiting time is around 90-120minutes! This ride is WOW!! It is a must!! But they are very strict with height restriction. So if you have little kid, pay attention to it. My personal opinion, for this ride alone, the express pass is already worth it. We did not waste our time queuing up for the Flight of the Hippogriff. We skip that attraction.  So, we got other express pass attractions. We had only 4 attractions (we bought the 4 standard express pass), so other than The Harry Potter and the forbidden journey, we choose The Amazing Adventure of Spiderman, Terminator 2, and Jaws. Out of those 3, The Spiderman is the winner. Terminator 2 is oke, but the long prologue by the comical Japanese woman, we can not understand it at all. Other than that, we queued for Jurassic Park The Ride (my kid loves it, so they went twice!), and spend quite sometime at indoor playground at Snoopy Studio in Universal Wonderland, because it was warm inside :-). There is a small roller coaster inside, so my kids play it a couple of times (very minimal queuing). When the weather cleared, my kids took the flying snoopy (also twice) just outside the indoor playground.  One thing that made us a bit dissapointed and found a little bit disturbing on that day is how difficult for us to find a restaurant that open after 3 in the afternoon. Every restaurant is CLOSED. The one that is open is only the snack cart for takeaway, and the line is awful!! We finally found one restaurant that open and we had our early dinner there, it was Mel's Drive In at San Fransisco area. I dont know whether it always like that or because of the weather or what, but it sure is a big minus for USJ :-(  After dinner around 7pm, when we walk outside, there were zombies (literally!!) everywhere. It was kind of fun, seing people fleeting and screaming when approached by zombies.... :-)) Before going back home, we stroll again to Wizarding World and saw Death Eater performance there. Not too special in my opinion. But the ambiance of Wizarding World at night is very special and more mysterious. And I suggest you to try going back there again after dark.  All in all, despite the weather, soaking wet shoes and difficulties to find opened restaurant, we had much fun at USJ!!! Do we want to come back again?? Absolutely!!"
1799,Japan,4.0,2016-10-03,"Entry tickets are the same as any Universal Studio around the world but the express tickets are expensive. We were there on a Friday and it was crowded. The express ticket is essential as waiting time for the popular rides are like 120mins. We chose the 6 rides express tickets but this was not excessive. The 4 rides express tickets are more than sufficient. Some of the rides like Backdraft, Space fantasy waiting time are not long. Also rides like backdraft is narrated in Japanese so for non Japanese speaking customers is a let down."
1800,Japan,5.0,2016-10-03,"As a fan of amusement parks, I am always eager to try all the trilled rides, therefore an express pass is a must!! With the express pass, we don’t have to queue at all for the selected attractions.  Below are my comments for the attractions:  Jurassic Park: Flying dinosaur: extraordinarily exciting!! I really wanted to experience it again yet the waiting time for a second ride (>3 hrs) was simply tooooo long...and I would rather spent time on other attractions.  JAWS: unexpectedly fun as my seat was the closest to some of the sharks that popped up (my clothes became the wettest as well).  The Wizarding World of Harry Potter (P.S. The waiting time would be much shortened during nighttime): Forbidden journey: A bit unpleasant as you would encounter loads of dementors and spiders... Flight of the Hippogrif: Quite nice and excited The Dark wizards—The Death Eaters (Halloween only): The death eaters just walked straight to the stage without interacting with the audience and the performance was boring (some wizards waving the magic wands and gas/ light appeared).  New York & Hollywood & San Francisco: Spiderman: To me, this 4-D ride is more exciting than Forbidden journey. However, we were unable to focus on the ride as we were constantly disturbed by the crazily screaming ladies behind us. If we didn’t cover our ears, for sure our ears would be damaged by their high-pitched screaming. Space Fantasy: The spaceship would speed up unpredictably and revolve at times. I had so much fun riding it!! Terminator 2:3-D: We stood and listened to a staff member speaking in Japanese for more than 15 mins before the screening started. We had no idea what she was saying but the Japanese audience seemed to enjoy it. Backdraft (Halloween version): Not at all scary as we do not understand Japanese…  Universal Wonderland: Snoopy's great race & Elmo's Go-Go Skateboard: Fun for both kids and adults!! Hello Kitty's Ribbon Collection: The worst attraction in Universal Wonderland as I don’t like Hello Kitty at all  The only regret I have is that I was unable to get on Hollywood Dream as there were simply too many ppl queuing (>2-3 hrs). So, I will be back!!"
1801,Japan,5.0,2016-10-08,"An excellent place to unwind and enjoy the rides, food, entertainment. Need good pair of shoes to do all the walking. Fun place."
1802,Japan,5.0,2016-10-08,"It was always going to be packed with people (which means the queues for rides will be terrible) BUT with a calculator and a game plan, it's possible to ride every single ride, and even repeat some of them.  Go early, right when it opens. Head to your favourite rides and instead of queueing up, get a Fast Pass ticket. Then queue up for 'lesser priority' rides as these will have shorter lines (under an hour). With a little luck and a Fast Pass plan in place (it allows you to get one every two hours), there is almost no downtime between rides! It's also okay to eat in line, but do this in the rides that don't turn stomachs upside down.  Bring an empty water bottle, so you can refill at many water stations and avoid the overpriced drinks in the park. Food is okay to spend on though, as the quality isn't too bad. A hat, a packable umbrella, and a fan is a HUGE help especially when lining up at Harry Potter World (separate review on that).  Souvenirs are expectedly expensive, but hey, it's a once in a lifetime thing for many of us."
1803,Japan,3.0,2016-10-08,"-i really like the park and the shows are good. -The main event show was canceled, so i was very disappointed about that -too expensive; this includes entrance fee and food/drinks inside"
1804,Japan,5.0,2016-10-11,"It's a family mini vacation. My son enjoys this place, and actually instead one day only we extended for another day."
1805,Japan,5.0,2016-10-12,Harry Potter fans make sure you do not miss out on a trip to Universal Studios. A fun filled day of rides and laughter awaits.
1806,Japan,4.0,2016-10-14,"We went today and it was entertaining enough. We purchased the express pass 6 and practically walked straight on to rides (some of which had 3+ hour estimated wait times). But well worth it (Harry Potter & Spider-Man were awesome fun!) There are THOUSANDS of people there and, typically for theme parks, the food is overpriced as are the 'souvenirs' but that is par for the course. The shows are in Japanese so pretty pointless if you don't speak it, but the rides were unreal!"
1807,Japan,3.0,2016-10-15,USJ peeps should also consider that park visitors are mostly foreigners and we don't understand nihongo
1808,Japan,3.0,2016-10-16,"We went because my daughters are keen Harry potter fans, so that part of the park was interesting. In my opinion everything was really expensive and apart from the rides there wasn't that much to do. We were surprised that people could bring bags into the park and thus not have to pay for the really expensive food. The rides were fun but without the Express Passes the waiting times would have been really long. We bought tickets online ( with the help of a Japanese friend) other wise buying on the day would have meant long time in a queue. Staff were very helpful and all spoke English we also got to use our holiday Japanese."
1809,Japan,5.0,2016-10-16,"We visited USJ in Aug with my 10yrs old nephew. None of us is a big fan of roller coasters, thus a bit afraid of not having many other options. It turned out to be such an excellent day! We had great fun in learning Harry Porter's magics, watched various shows, parades, 4D movies, etc. Even the restaurant was not so much touristic. We ended our day with a nice dinner with lobster and beef. Having visited both USJ and Disney land and sea in Tokyo, we unanimously prefer USJ. It's a fun place not only for children but adults."
1810,Japan,4.0,2016-10-17,Except for the parade. Overall the rides were fun. The food was quite okay except the turkey leg. Standard was not so nice as what i had thought for. the meat was dry.
1811,Japan,4.0,2016-10-17,"As reviewed by many others it was crowded. If you are not buying fast pass then be ready to wait in 1~2 hrs. long lines. I haven’t bought fast pass but could finish Harry potter, Spiderman and other main rides from 8.30am~7pm. Reach early in the morning and go and get harry potter time ticket as soon as you enter the park. Also try to finish popular attractions like Hollywood dream, Spiderman in the morning as evening it is very crowded and they might stop operation due to wind."
1812,Japan,5.0,2016-10-18,"Harry potter,spiderman, transformers..and so many interesting attractions that can make you astonished,because they use the best technology..very satisfied..recomended place visited when u at osaka."
1813,Japan,5.0,2016-10-18,Japanese people and the culture is honest. However when faced with a 1hr 30 queue for the Jaws ride I put this theory to the test as whilst standing there with some work colleagues who where all Japanese I noticed some small children where taking a different route and bypassing the main queues when I enquired to my friends they explained that this was the single ride Queue lane to allow the operators to fill in the empty seats on each ride. After a short and direct negotiation my friends finally agreed to pretend we where not with each other and then spent the rest of the day using multiple single ride queues on various different rides. Ding dong and well worth the fib
1814,Japan,4.0,2016-10-19,"I'll start of by saying I went on a Wednesday, and it was not during school holidays. The parked was fairly full however but given the amount of people the park handles it well. Yes, there are large queues for the more popular rides but they're worth it. The longest wait we had was about 1h 45m. Some lines we were straight in and some were longer, shorter depending on the time of day. The Harry Potter ride for example, we got in line for at the beginning of the day, it was about a 50m wait, however at the end of the day, around 8pm there was no line at all. The food is expensive but you're allowed to bring a backpack in so just stock up before you enter to save on money. All in all it was a great day and I would recommend. If, however you're expecting to go to an amusement park of this nature and complain about crowds and lines then maybe this isn't for you."
1815,Japan,2.0,2016-10-19,The express pass is a must have other wise expect to wait between an hour and three hours for the rides. Take a book to read in line! Rides are ok but some not worth the wait. For the nostalgia jaws is fun but quite brief and ofcourse your fearless guide only speaks in Japanese still fun- expect to get wet. Spiderman and harry potter are good for kids. Backdraft a bit disappointing. Fans of harry potter will enjoy that section but you do have to pre book what time you will spend there. Also you will need change for the lockers to hild your belongings on the more thrillseeking rides. Overall the time spent queues really detracted from the enjoyment of the rides not sure its worth it to pay basically double the price for the express pass. Wouldnt be rushing back.
1816,Japan,5.0,2016-10-21,For sure this is definitely one of my favourite amusement parks because of Harry Potter and the Forbidden Journey. Fantastic feelings flying together with Harry Potter and enjoying whole range of 4K3D experience. Be prepared for extremely long queues (we were waiting for 1.5 hours and that was in the afternoon during off season). Another attraction - fire scenes of Backdraft. That was amazing and I would guess that even impossible to experience in Europe because of health and safety regulations (that was so natural!). Just go for it and enjoy!
1817,Japan,4.0,2016-10-26,"it's a fun place with different zones - harry potter, jurassic, amity, etc. People come here dressing in costumes, enhancing the fun atmosphere! However, it was a good thing we bought the express pass ahead since we've been warned by our friends. We bought the express pass 4 standard so life is so much better. We get to play each attraction within 5 minutes while people who does not have express pass have to fall in line and wait like 2-3 hours - no joke!! We experienced harry potter the forbidden journey, the amazing adventure of spider man, jurassic park - the ride and Jaws. The Harry potter forbidden journey was the best!"
1818,Japan,5.0,2016-10-27,"Main highlight of the park was the Harry Potter 4D ride for us. We reached the park and ran all the way to the other side where the HP ride was as we did not get the express pass. Queue was not that long and we went in within one hour. The ride is really worth the hype as it was very different from a normal 3D ride.  It may be worth it to buy express passes to reduce the waiting times for the rides so that you have time to experience all of the rides.  With Halloween being end of the month, USJ became transformed at night and there were zombies and lots of characters dressed up going around scaring people with various plots happening around the whole park. The atmosphere of the whole park was great and enjoyable. It helped that the local Japanese were all very game and really dressed up for the occasion. I would strongly recommend tourists visiting during Halloween season.  Overall, a very memorable experience."
1819,Japan,5.0,2016-10-27,"Have been to Universal Orlando, Universal Hollywood, Singapore and now Osaka where it's much smaller than the US Studio. I still like Osaka Universal because of the cleanliness together with well trained polite staffs with the huge crowd visiting the park every day. Services at restaurants were quick and most important is they clean the table once visitors finish their food without any complain."
1820,Japan,5.0,2016-11-03,"This is my 3rd time visit, the new attraction 'harry potter 4D' and 'flying dinosaurs' are amazing. You better buy express-pass even in days that are not too crowd, so you can ride both twice."
1821,Japan,3.0,2016-11-04,"Expect to see lots of people, long queues and long waiting time for every attraction. It'll only be worth it if you could get your hands on the express pass (which is sold separately)  The only awesome attraction I enjoyed was the Harry Potter Castle Tour. The ride needed 4 hrs wait! (which I didn't queue for it)"
1822,Japan,4.0,2016-11-05,"I had a great time here with my friends! We went on Halloween Horror Nights in October so at night there were people dressed as zombies, some with fake chainsaws, scaring the people in the crowd. They also do a choreographed musical number every now and then. We got express tickets to three Horror Nights attractions, the most memorable was the Chucky maze. We tried to see other Horror Nights attractions but they didn't allow us because we didn't have a ticket (Neither express nor regular) for those specific ones. Nowhere in the English pamphlet did it say anything about needing to get extra tickets to see those attractions and if it had, then we would have gotten them earlier when we had time... so that part was disappointing. All the non-Horror Nights attractions didn't require having an extra tickets. Harry Potter Land was great. Jurassic Park was amazing. Also, The Flying Dinosaur is a great roller coaster! Other than, not being able to see all the horror nights attractions, it was a great experience!"
1823,Japan,4.0,2016-11-06,"Lots of things for all ages, even toddlers. We were there during Halloween weekend and it was packed. Harry Potter area was worth while."
1824,Japan,5.0,2016-11-09,"We thoroughly enjoyed our trip to USJ. We went on a weekday and arrived just before the 9am opening time, there was already a fairly long line to get in, but once the park opened the line moved fairly quickly. We had already pre-booked an express 7 pass which I think was the best thing we could have done as there are limited passes available on the day and some were already sold out by 9:05am. With our express pass we were able to go on every ride throughout the park except the flying dinosaur as this was not covered in our pass, and we were then able to go on two of our favorite rides a second time. Without the pass I don't think we would have been able to get on every ride. We loved the backdrop, Spider-Man and Space Fantasy rides the most, and the Wizarding World of Harry Potter was a great experience. There are a lot of food places to choose from ranging from stalls to sit down restaurants, they are a little pricy but it is what you expect to pay in a theme park. We loved it and would come again."
1825,Japan,4.0,2016-11-09,"there's a lot of people even in a weekday, i attended to came at friday an it's crowded like it's weekend. even in a food stall. it's take 120 minutes to 200 minutes to queing one attraction. a little advice for you, you have to bring a food on your own, because it's take that long to get some food too. first of all, just buy a ticket for travel agency at your home country. so you don't have to make a line for it. and just make sure to take a ticket to go to Harry potter attraction first... if you are a muslim you can ask a place to prayer to guest services, that's what i do. they'll will give you a meeting room to use for about 15 minutes."
1826,Japan,3.0,2016-11-10,"Went on a weekday to avoid crowd but still didnt get onto many rides as most of the waiting time are more than 60 minutes. Regret that didnt get express pass to save time.  With 2 young kids age 5 and 2, there werent many rides they can get on. We went close to Halloween, so there were zombie parade which frightened the kids a lot.  If i choose between disneyland & USJ, i will prefer disneyland for young family."
1827,Japan,4.0,2016-11-15,Loads and loads of people as a result as of a wonderful sunny day. Adults and kids alike visited the theme park. Both locals and adults. Queues on the average was at least 2 hours long. Get the express pass for all 7 rides if you can. Saves you the aching pain from your legs for standing too long. Otherwise the rides were amazing.
