customer_id,contract,internet_service,tech_support,payment_method,paperless_billing,churn
5998-VVEJY,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
1624-NALOJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6741-EGCBI,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
7820-ZYGNY,One year,Fiber optic,No,Credit card (automatic),No,No
4317-VTEOA,Month-to-month,DSL,No,Electronic check,Yes,Yes
9677-AVKED,One year,DSL,Yes,Electronic check,Yes,No
1670-SVOWZ,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,Yes
2227-JRSJX,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
9847-HNVGP,One year,No,No internet service,Mailed check,No,No
6696-YDAYZ,Two year,No,No internet service,Mailed check,No,No
8980-WQFWL,Month-to-month,DSL,No,Electronic check,Yes,No
1730-ZMAME,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6506-EYCNH,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,No
4634-JLRJT,Month-to-month,No,No internet service,Mailed check,Yes,No
9501-UKKNL,Month-to-month,DSL,Yes,Electronic check,Yes,No
2560-QTSBS,One year,No,No internet service,Bank transfer (automatic),Yes,No
7541-YLXCL,One year,DSL,Yes,Mailed check,Yes,Yes
4795-WRNVT,Month-to-month,DSL,No,Mailed check,No,No
6080-TCMYC,Month-to-month,Fiber optic,No,Electronic check,Yes,No
0260-ZDLGK,Month-to-month,DSL,Yes,Mailed check,Yes,Yes
7860-UXCRM,Two year,DSL,Yes,Credit card (automatic),No,No
6357-JJPQT,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2292-XQWSV,One year,DSL,Yes,Mailed check,No,No
9552-TGUZV,Month-to-month,Fiber optic,No,Mailed check,Yes,No
5913-INRQV,One year,Fiber optic,Yes,Mailed check,No,No
8722-NGNBH,Month-to-month,DSL,Yes,Mailed check,No,Yes
6210-KBBPI,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
9643-YBLUR,Month-to-month,DSL,No,Credit card (automatic),Yes,No
8734-FNWVH,Month-to-month,DSL,No,Bank transfer (automatic),No,No
9447-YPTBX,One year,No,No internet service,Bank transfer (automatic),Yes,No
0133-BMFZO,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
6128-CZOMY,Month-to-month,DSL,No,Electronic check,Yes,Yes
9540-JYROE,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
9026-LHEVG,Month-to-month,DSL,No,Electronic check,No,No
2260-USTRB,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
3656-TKRVZ,Month-to-month,DSL,No,Electronic check,No,Yes
7011-CVEUC,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
6185-TASNN,Month-to-month,DSL,No,Electronic check,No,No
7925-PNRGI,Month-to-month,DSL,Yes,Mailed check,No,No
8623-TMRBY,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1552-CZCLL,Month-to-month,No,No internet service,Credit card (automatic),No,No
3038-PQIUY,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
1501-SGHBW,Month-to-month,DSL,No,Mailed check,No,Yes
9313-CDOGY,Month-to-month,No,No internet service,Electronic check,No,No
8148-BPLZQ,Month-to-month,DSL,No,Electronic check,Yes,No
2623-DRYAM,One year,Fiber optic,No,Electronic check,Yes,No
9987-LUTYD,One year,DSL,Yes,Mailed check,No,No
3208-YPIOE,Month-to-month,Fiber optic,No,Electronic check,No,Yes
4488-KQFDT,One year,Fiber optic,No,Electronic check,Yes,No
2612-RANWT,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
5693-PIPCS,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
0491-KAPQG,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1925-LFCZZ,One year,DSL,No,Bank transfer (automatic),Yes,No
8039-EQPIM,Two year,DSL,Yes,Bank transfer (automatic),No,No
6900-PXRMS,Month-to-month,Fiber optic,No,Electronic check,No,Yes
8707-RMEZH,One year,Fiber optic,No,Credit card (automatic),No,No
3346-BRMIS,Month-to-month,DSL,No,Electronic check,Yes,Yes
3209-ZPKFI,Month-to-month,DSL,No,Electronic check,No,No
6479-VDGRK,Two year,DSL,Yes,Bank transfer (automatic),No,No
9373-WSLOY,Month-to-month,DSL,Yes,Electronic check,Yes,No
2933-FILNV,Month-to-month,DSL,No,Mailed check,Yes,Yes
3569-JFODW,Two year,DSL,Yes,Credit card (automatic),No,No
9819-FBNSV,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
9544-PYPSJ,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
1591-XWLGB,Two year,No,No internet service,Credit card (automatic),No,No
0396-UKGAI,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,No
3243-ZHOHY,One year,No,No internet service,Mailed check,No,No
5186-EJEGL,Month-to-month,DSL,Yes,Mailed check,Yes,No
7527-QNRUS,Two year,No,No internet service,Mailed check,Yes,No
9986-BONCE,Month-to-month,No,No internet service,Bank transfer (automatic),No,Yes
2722-JMONI,Month-to-month,DSL,No,Electronic check,Yes,Yes
2203-GHNWN,Month-to-month,Fiber optic,No,Mailed check,Yes,No
3878-AVSOQ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3258-SYSWS,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
5296-PSYVW,Two year,No,No internet service,Electronic check,No,No
6319-QSUSR,Month-to-month,No,No internet service,Credit card (automatic),No,No
4083-EUGRJ,Month-to-month,No,No internet service,Mailed check,No,Yes
7579-OOPEC,Month-to-month,DSL,No,Credit card (automatic),No,Yes
0512-FLFDW,One year,Fiber optic,No,Credit card (automatic),Yes,No
1771-OADNZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0487-CRLZF,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
2107-FBPTK,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9451-WLYRI,One year,No,No internet service,Credit card (automatic),No,No
8219-VYBVI,Two year,No,No internet service,Mailed check,No,No
1991-VOPLL,Month-to-month,No,No internet service,Mailed check,No,No
9738-QLWTP,One year,Fiber optic,Yes,Electronic check,No,No
1016-DJTSV,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9419-IPPBE,One year,Fiber optic,No,Electronic check,Yes,No
0174-QRVVY,Two year,No,No internet service,Credit card (automatic),No,No
5699-BNCAS,Two year,No,No internet service,Mailed check,Yes,No
2900-PHPLN,Two year,No,No internet service,Credit card (automatic),Yes,No
0612-RTZZA,Month-to-month,DSL,No,Electronic check,No,Yes
8106-GWQOK,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
8751-EDEKA,Month-to-month,Fiber optic,No,Credit card (automatic),No,No
6878-GGDWG,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
4039-PIMHX,Two year,DSL,No,Mailed check,No,No
8450-LUGUK,Two year,No,No internet service,Bank transfer (automatic),Yes,No
3604-WLABM,Month-to-month,DSL,Yes,Electronic check,No,No
0795-GMVQO,One year,Fiber optic,No,Credit card (automatic),No,No
2259-OUUSZ,One year,DSL,Yes,Credit card (automatic),Yes,No
1142-IHLOO,One year,Fiber optic,No,Credit card (automatic),No,No
6410-LEFEN,Month-to-month,DSL,No,Electronic check,No,Yes
4633-MKHYU,Month-to-month,Fiber optic,No,Mailed check,Yes,No
6257-RJOHI,Month-to-month,DSL,Yes,Mailed check,Yes,No
1545-JFUML,Two year,Fiber optic,No,Electronic check,Yes,No
3194-ORPIK,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
7826-VVKWT,Two year,Fiber optic,No,Electronic check,Yes,No
1353-GHZOS,One year,DSL,No,Bank transfer (automatic),Yes,No
2587-EKXTS,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5442-BXVND,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
8816-VXNZD,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9378-FXTIZ,One year,DSL,No,Credit card (automatic),Yes,Yes
1723-HKXJQ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7825-GKXMW,Month-to-month,DSL,No,Electronic check,No,Yes
9753-OYLBX,Month-to-month,No,No internet service,Mailed check,No,No
2364-UFROM,One year,DSL,Yes,Electronic check,No,No
6656-JWRQX,Month-to-month,DSL,Yes,Mailed check,No,No
6473-ULUHT,Month-to-month,DSL,Yes,Electronic check,No,No
1240-KNSEZ,Month-to-month,No,No internet service,Mailed check,Yes,Yes
0836-SEYLU,Month-to-month,DSL,Yes,Mailed check,No,Yes
4433-JCGCG,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3716-BDVDB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7688-AWMDX,Two year,DSL,Yes,Bank transfer (automatic),No,No
2842-BCQGE,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
7244-QWYHG,One year,DSL,Yes,Bank transfer (automatic),Yes,No
5899-MQZZL,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
6849-OYAMU,One year,Fiber optic,Yes,Bank transfer (automatic),No,Yes
5312-UXESG,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
9488-HGMJH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6038-GCYEC,Month-to-month,DSL,No,Credit card (automatic),Yes,Yes
2150-WLKUW,One year,DSL,No,Bank transfer (automatic),No,No
7159-FVYPK,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
7032-LMBHI,One year,DSL,No,Bank transfer (automatic),No,No
1150-WFARN,Two year,Fiber optic,Yes,Credit card (automatic),Yes,Yes
6088-BXMRG,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3144-AUDBS,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
4821-SJHJV,Month-to-month,Fiber optic,No,Electronic check,No,No
7346-MEDWM,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1137-DGOWI,One year,DSL,Yes,Bank transfer (automatic),No,No
5616-PRTNT,Month-to-month,No,No internet service,Electronic check,Yes,Yes
3812-LRZIR,Two year,No,No internet service,Electronic check,No,No
4818-QIUFN,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9483-GCPWE,One year,No,No internet service,Mailed check,No,No
4227-OJHAL,One year,DSL,No,Credit card (automatic),Yes,No
9220-CXRSC,Two year,DSL,Yes,Credit card (automatic),No,No
4993-JCRGJ,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
9537-JALFH,Two year,No,No internet service,Bank transfer (automatic),No,No
6698-OXETB,Two year,No,No internet service,Mailed check,No,No
2103-ZRXFN,Month-to-month,DSL,No,Mailed check,No,No
3724-BSCVH,One year,No,No internet service,Mailed check,No,No
4877-TSOFF,One year,DSL,Yes,Bank transfer (automatic),Yes,No
9209-NWPGU,One year,DSL,Yes,Electronic check,No,No
6961-VCPMC,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7306-YDSOI,Two year,DSL,No,Bank transfer (automatic),Yes,No
5288-AHOUP,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6688-UZPWD,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0655-YDGFJ,Month-to-month,DSL,No,Bank transfer (automatic),No,No
8468-EHYJA,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6823-SIDFQ,One year,No,No internet service,Credit card (automatic),No,No
1097-FSPVW,Month-to-month,DSL,No,Credit card (automatic),No,No
2839-RFSQE,Month-to-month,No,No internet service,Mailed check,No,Yes
8328-SKJNO,One year,DSL,Yes,Bank transfer (automatic),No,No
7010-ZMVBF,Month-to-month,No,No internet service,Mailed check,No,No
5201-CBWYG,One year,No,No internet service,Bank transfer (automatic),No,No
0968-GSIKN,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
1965-DDBWU,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,Yes
9057-SIHCH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6352-GIGGQ,One year,DSL,Yes,Bank transfer (automatic),Yes,No
3635-QQRQD,Two year,No,No internet service,Credit card (automatic),Yes,No
6771-XWBDM,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
2897-DOVND,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3082-YVEKW,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
0191-EQUUH,Two year,DSL,Yes,Bank transfer (automatic),No,No
7134-HBPBS,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
3489-HHPFY,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2926-JEJJC,One year,No,No internet service,Bank transfer (automatic),Yes,No
8601-QACRS,Month-to-month,DSL,No,Mailed check,Yes,Yes
4950-BDEUX,Month-to-month,DSL,No,Electronic check,No,No
5789-LDFXO,One year,No,No internet service,Electronic check,No,No
0508-OOLTO,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2984-TBYKU,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
9822-WMWVG,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
2391-SOORI,Month-to-month,DSL,No,Electronic check,No,Yes
9040-KZVWO,One year,Fiber optic,No,Bank transfer (automatic),No,No
2645-QTLMB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4806-HIPDW,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1548-ARAGG,Month-to-month,DSL,Yes,Mailed check,Yes,No
6339-RZCBJ,Two year,DSL,Yes,Credit card (automatic),No,No
4424-TKOPW,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4415-WNGVR,One year,DSL,Yes,Electronic check,Yes,No
2522-AHJXR,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
0412-UCCNP,Two year,DSL,Yes,Electronic check,Yes,No
1816-FLZDK,Month-to-month,DSL,Yes,Mailed check,No,No
7096-UCLNH,Month-to-month,No,No internet service,Mailed check,No,No
8443-ZRDBZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9136-ALYBR,Month-to-month,DSL,No,Mailed check,Yes,Yes
4615-PIVVU,Two year,DSL,Yes,Credit card (automatic),No,No
8885-QSQBX,Month-to-month,DSL,No,Bank transfer (automatic),No,No
7479-NITWS,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
8617-ENBDS,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
9385-NXKDA,Two year,DSL,No,Credit card (automatic),Yes,No
0430-IHCDJ,Month-to-month,DSL,No,Electronic check,Yes,No
2959-MJHIC,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6674-KVJHG,One year,No,No internet service,Electronic check,No,No
1814-DKOLC,Month-to-month,No,No internet service,Mailed check,No,No
4201-JMNGR,Month-to-month,DSL,No,Electronic check,Yes,Yes
9351-HXDMR,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
3537-HPKQT,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
2129-ALKBS,Month-to-month,No,No internet service,Electronic check,Yes,No
5821-MMEIL,Two year,No,No internet service,Bank transfer (automatic),No,No
5960-WPXQM,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0684-AOSIH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8260-NGFNY,Month-to-month,DSL,No,Mailed check,No,Yes
1309-XGFSN,One year,DSL,No,Electronic check,Yes,No
1866-RZZQS,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6968-URWQU,One year,DSL,No,Mailed check,Yes,No
4742-TXUEX,Two year,No,No internet service,Bank transfer (automatic),No,No
9631-XEYKE,Month-to-month,DSL,No,Bank transfer (automatic),No,No
8631-NBHFZ,Two year,DSL,Yes,Credit card (automatic),No,Yes
1335-MXCSE,Two year,DSL,Yes,Credit card (automatic),Yes,No
8873-TMKGR,One year,No,No internet service,Mailed check,No,No
8800-JOOCF,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1469-LBJQJ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
4958-XCBDQ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8337-UPOAQ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0064-YIJGF,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
2386-OWURY,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
1725-IQNIY,Two year,Fiber optic,Yes,Bank transfer (automatic),No,Yes
0310-VQXAM,Month-to-month,No,No internet service,Mailed check,No,No
6598-RFFVI,One year,No,No internet service,Credit card (automatic),No,Yes
3453-RTHJQ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6712-OAWRH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6278-FEPBZ,Month-to-month,No,No internet service,Mailed check,No,No
4280-DLSHD,Month-to-month,DSL,No,Mailed check,Yes,No
1508-DFXCU,Month-to-month,Fiber optic,No,Electronic check,Yes,No
8614-VGMMV,Month-to-month,DSL,No,Electronic check,Yes,Yes
7868-BGSZA,One year,DSL,No,Electronic check,Yes,No
2800-QQUSO,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
2930-UOTMB,Month-to-month,DSL,Yes,Credit card (automatic),No,Yes
7973-DZRKH,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
5914-DVBWJ,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
7698-YFGEZ,Month-to-month,No,No internet service,Mailed check,No,No
2533-QVMSK,Two year,Fiber optic,Yes,Electronic check,Yes,Yes
9773-PEQBZ,Month-to-month,Fiber optic,No,Electronic check,No,No
8644-XLFBW,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0650-BWOZN,Month-to-month,Fiber optic,No,Electronic check,Yes,No
8625-AZYZY,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7785-RDVIG,Month-to-month,No,No internet service,Mailed check,No,No
9602-WCXPI,One year,No,No internet service,Credit card (automatic),No,No
2903-YYTBW,Month-to-month,DSL,No,Electronic check,No,No
3620-MWJNE,Month-to-month,DSL,Yes,Mailed check,Yes,No
8573-JGCZW,One year,No,No internet service,Bank transfer (automatic),Yes,No
6837-HAEVO,Two year,Fiber optic,No,Electronic check,Yes,No
6701-YVNQG,Two year,DSL,Yes,Credit card (automatic),Yes,No
9306-CPCBC,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4304-XUMGI,Two year,DSL,No,Bank transfer (automatic),Yes,No
9504-YAZWB,Two year,No,No internet service,Mailed check,No,No
8819-ZBYNA,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
6174-NRBTZ,One year,DSL,No,Bank transfer (automatic),Yes,No
9481-IEBZY,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes,No
1833-VGRUM,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6137-NICCO,Month-to-month,Fiber optic,No,Mailed check,Yes,No
9065-ZCPQX,Two year,DSL,Yes,Bank transfer (automatic),No,No
6402-EJMWF,Month-to-month,DSL,No,Mailed check,Yes,No
3620-EHIMZ,Two year,No,No internet service,Mailed check,No,No
3213-VVOLG,Two year,No,No internet service,Mailed check,No,No
6870-ECSHE,One year,No,No internet service,Mailed check,No,No
8747-UDCOI,Two year,No,No internet service,Bank transfer (automatic),No,No
8374-XGEJJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2656-TABEH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6946-LMSQS,One year,Fiber optic,No,Electronic check,Yes,Yes
4626-OZDTJ,One year,DSL,Yes,Credit card (automatic),Yes,No
9169-BSVIN,Month-to-month,DSL,No,Bank transfer (automatic),No,No
2325-ZUSFD,One year,DSL,No,Bank transfer (automatic),Yes,Yes
8194-PEEBY,One year,No,No internet service,Mailed check,No,No
6872-HXFNF,One year,DSL,Yes,Bank transfer (automatic),No,No
3932-CMDTD,One year,Fiber optic,Yes,Electronic check,Yes,Yes
7714-YXSMB,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
8387-UGUSU,Month-to-month,No,No internet service,Mailed check,No,No
1080-BWSYE,Two year,No,No internet service,Credit card (automatic),No,No
4039-HEUNW,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1194-HVAIF,Month-to-month,Fiber optic,No,Credit card (automatic),No,No
0812-WUPTB,Month-to-month,Fiber optic,No,Mailed check,No,Yes
3594-UVONA,One year,DSL,Yes,Credit card (automatic),Yes,Yes
0004-TLHLJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1767-TGTKO,Month-to-month,DSL,No,Electronic check,Yes,No
8439-LTUGF,Month-to-month,No,No internet service,Credit card (automatic),Yes,No
8805-JNRAZ,Month-to-month,DSL,No,Mailed check,No,No
5089-IFSDP,Two year,Fiber optic,No,Bank transfer (automatic),Yes,Yes
6418-HNFED,Two year,DSL,Yes,Credit card (automatic),Yes,No
0206-OYVOC,Two year,No,No internet service,Mailed check,Yes,No
7291-CDTMJ,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,No
7128-GGCNO,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
0237-YFUTL,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
7691-KGKGP,Month-to-month,DSL,Yes,Credit card (automatic),No,No
6710-HSJRD,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
3675-EQOZA,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
0840-DCNZE,One year,DSL,Yes,Bank transfer (automatic),Yes,No
1732-FEKLD,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
9862-KJTYK,Month-to-month,DSL,No,Credit card (automatic),Yes,No
0479-HMSWA,Two year,Fiber optic,Yes,Electronic check,Yes,No
5854-KSRBJ,Two year,No,No internet service,Mailed check,No,No
0365-BZUWY,Month-to-month,Fiber optic,No,Electronic check,Yes,No
4817-VYYWS,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5701-SVCWR,Month-to-month,No,No internet service,Mailed check,No,No
3129-AAQOU,Two year,No,No internet service,Mailed check,No,No
4922-CVPDX,Two year,DSL,No,Credit card (automatic),Yes,No
1396-QWFBJ,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
1357-BIJKI,One year,Fiber optic,No,Electronic check,Yes,No
1099-BTKWT,One year,DSL,No,Electronic check,Yes,No
5299-SJCZT,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
2018-PZKMU,Month-to-month,Fiber optic,Yes,Electronic check,No,No
7340-KEFQE,Two year,DSL,Yes,Bank transfer (automatic),No,No
4570-QHXHL,Month-to-month,DSL,No,Electronic check,Yes,No
2403-BCASL,One year,Fiber optic,Yes,Electronic check,Yes,Yes
7392-YYPYJ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
2898-LSJGD,One year,DSL,No,Electronic check,Yes,Yes
2223-GDSHL,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
7359-PTSXY,Month-to-month,DSL,No,Electronic check,No,Yes
9470-RTWDV,One year,DSL,Yes,Credit card (automatic),Yes,No
2176-OSJUV,Two year,DSL,Yes,Bank transfer (automatic),No,No
9348-YVOMK,Month-to-month,DSL,No,Credit card (automatic),Yes,No
8104-OSKWT,Month-to-month,Fiber optic,No,Electronic check,Yes,No
4521-YEEHE,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
4090-KPJIP,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3786-WOVKF,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
4503-BDXBD,Month-to-month,Fiber optic,No,Electronic check,No,Yes
6086-ESGRL,Month-to-month,Fiber optic,No,Credit card (automatic),No,Yes
2592-HODOV,One year,No,No internet service,Credit card (automatic),No,No
3886-CERTZ,One year,Fiber optic,Yes,Electronic check,Yes,Yes
7995-ZHHNZ,One year,DSL,No,Credit card (automatic),No,No
3824-RHKVR,Month-to-month,No,No internet service,Credit card (automatic),No,No
5816-SCGFC,Month-to-month,DSL,No,Mailed check,Yes,No
5989-AXPUC,Two year,Fiber optic,Yes,Mailed check,No,No
4979-HPRFL,Two year,No,No internet service,Bank transfer (automatic),No,No
8590-OHDIW,One year,No,No internet service,Mailed check,No,No
8015-IHCGW,Two year,Fiber optic,Yes,Electronic check,Yes,No
2332-TODQS,One year,No,No internet service,Credit card (automatic),No,No
9278-VZKCD,Month-to-month,Fiber optic,No,Electronic check,Yes,No
8008-OTEZX,One year,No,No internet service,Mailed check,No,No
2773-OVBPK,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5999-LCXAO,Month-to-month,DSL,No,Mailed check,No,No
5206-XZZQI,Month-to-month,Fiber optic,Yes,Mailed check,Yes,No
4803-LBYPN,Month-to-month,No,No internet service,Mailed check,No,No
5759-RCVCB,Month-to-month,DSL,No,Credit card (automatic),No,Yes
6372-RFVNS,Month-to-month,Fiber optic,No,Electronic check,No,Yes
2139-FQHLM,Month-to-month,Fiber optic,Yes,Mailed check,No,No
8261-GWDBQ,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
1093-YSWCA,Two year,No,No internet service,Credit card (automatic),No,No
8938-UMKPI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0991-BRRFB,Month-to-month,DSL,No,Electronic check,No,Yes
3882-IYOIJ,Two year,Fiber optic,Yes,Credit card (automatic),No,No
8749-TZYEC,Two year,No,No internet service,Credit card (automatic),No,No
1755-FZQEC,One year,No,No internet service,Mailed check,No,No
3115-JPJDD,One year,Fiber optic,No,Credit card (automatic),Yes,No
5600-KTXFM,Month-to-month,Fiber optic,No,Mailed check,No,No
3871-IKPYH,Month-to-month,Fiber optic,No,Electronic check,No,Yes
6319-IEJWJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9025-AOMKI,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
6339-TBELP,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
7964-YESJC,Month-to-month,DSL,No,Mailed check,No,No
6173-GOLSU,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
5275-SQEIZ,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
7716-YTYHG,One year,Fiber optic,No,Mailed check,Yes,Yes
9938-ZREHM,One year,DSL,Yes,Mailed check,No,No
7950-XWOVN,Month-to-month,DSL,No,Mailed check,No,No
4390-KYULV,Month-to-month,No,No internet service,Credit card (automatic),Yes,Yes
4647-MUZON,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
9702-AIUJO,One year,DSL,No,Bank transfer (automatic),Yes,No
8849-PRIQJ,One year,Fiber optic,Yes,Electronic check,Yes,No
8851-RAGOV,Month-to-month,DSL,Yes,Mailed check,Yes,No
1304-NECVQ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5396-IZEPB,Month-to-month,No,No internet service,Credit card (automatic),No,No
1729-VLAZJ,One year,DSL,Yes,Mailed check,No,No
8285-ABVLB,Two year,No,No internet service,Credit card (automatic),No,No
0701-TJSEF,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,No
5712-VBOXD,Month-to-month,No,No internet service,Credit card (automatic),Yes,No
6629-LADHQ,Month-to-month,DSL,No,Mailed check,No,No
8945-GRKHX,Month-to-month,Fiber optic,No,Electronic check,No,Yes
1559-DTODC,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
4797-MIWUM,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,No
6959-UWKHF,Month-to-month,DSL,No,Electronic check,Yes,Yes
8720-RQSBJ,Month-to-month,DSL,No,Electronic check,No,No
4537-CIBHB,One year,No,No internet service,Mailed check,No,No
3815-SLMEF,Month-to-month,DSL,Yes,Mailed check,No,Yes
5154-VEKBL,Month-to-month,DSL,Yes,Mailed check,No,Yes
4324-AHJKS,Month-to-month,DSL,No,Credit card (automatic),No,No
